,Compound,Date,Negative,Neutral,Outlet,Positive,Text,Tweet Count
127,0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,@CBS,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",28
128,0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,@CBS,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",29
129,0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,@CBS,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,30
130,0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,@CBS,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",31
131,0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,@CBS,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",32
132,0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,@CBS,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,33
133,0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,@CBS,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",34
134,0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,@CBS,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",35
135,0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,@CBS,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",36
136,0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,@CBS,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,37
137,0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,@CBS,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,38
138,-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,@CBS,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",39
139,0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,@CBS,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",40
140,0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,@CBS,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",41
141,0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,@CBS,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",42
142,0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,@CBS,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,43
143,0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,@CBS,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",44
144,0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,@CBS,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,45
145,0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,@CBS,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",46
146,0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,@CBS,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,47
147,0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,@CBS,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",48
148,0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,@CBS,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",49
149,-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,@CBS,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",50
150,0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,@CBS,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,51
151,0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,@CBS,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",52
152,0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,@CBS,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",53
153,0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,@CBS,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",54
154,0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,@CBS,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,55
155,0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,@CBS,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",56
156,0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,@CBS,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",57
157,0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,@CBS,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,58
158,0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,@CBS,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,59
159,0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,@CBS,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,60
160,-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.186,0.814,@CBS,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,61
161,0.0516,Wed Feb 07 18:35:19 +0000 2018,0.0,0.934,@CBS,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",62
162,0.5574,Wed Feb 07 16:17:48 +0000 2018,0.152,0.536,@CBS,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",63
163,0.0,Tue Feb 06 22:21:39 +0000 2018,0.0,1.0,@CBS,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",64
164,0.0772,Tue Feb 06 17:05:49 +0000 2018,0.106,0.773,@CBS,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",65
165,0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,@CBS,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",66
166,0.1531,Sun Feb 04 12:00:01 +0000 2018,0.0,0.882,@CBS,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",67
167,0.0,Sat Feb 03 23:11:43 +0000 2018,0.0,1.0,@CBS,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,68
168,0.8268,Sat Feb 03 12:00:07 +0000 2018,0.0,0.662,@CBS,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",69
169,-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.075,0.925,@CBS,0.0,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,70
170,0.4019,Fri Feb 02 20:07:40 +0000 2018,0.0,0.856,@CBS,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",71
171,0.4003,Fri Feb 02 19:03:33 +0000 2018,0.0,0.876,@CBS,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,72
172,0.6114,Fri Feb 02 17:23:18 +0000 2018,0.0,0.834,@CBS,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,73
173,0.0,Thu Feb 01 22:04:41 +0000 2018,0.0,1.0,@CBS,0.0,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,74
174,0.0,Thu Feb 01 20:09:49 +0000 2018,0.0,1.0,@CBS,0.0,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",75
175,0.1139,Wed Jan 31 21:42:15 +0000 2018,0.0,0.912,@CBS,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",76
176,0.1007,Wed Jan 31 17:05:47 +0000 2018,0.115,0.75,@CBS,0.135,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,77
177,0.4588,Wed Jan 31 16:37:17 +0000 2018,0.0,0.812,@CBS,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",78
178,0.1779,Wed Jan 31 06:55:30 +0000 2018,0.095,0.779,@CBS,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,79
179,-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.252,0.569,@CBS,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",80
180,-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.256,0.744,@CBS,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",81
181,0.4939,Wed Jan 31 01:52:46 +0000 2018,0.119,0.625,@CBS,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",82
182,0.5093,Wed Jan 31 01:49:43 +0000 2018,0.0,0.81,@CBS,0.19,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",83
183,0.8261,Wed Jan 31 01:31:27 +0000 2018,0.0,0.566,@CBS,0.434,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,84
184,0.8309,Wed Jan 31 01:29:10 +0000 2018,0.0,0.586,@CBS,0.414,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,85
185,0.6588,Wed Jan 31 01:24:16 +0000 2018,0.0,0.614,@CBS,0.386,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,86
186,-0.5106,Wed Jan 31 01:18:37 +0000 2018,0.398,0.602,@CBS,0.0,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,87
187,0.0,Wed Jan 31 01:17:37 +0000 2018,0.0,1.0,@CBS,0.0,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,88
188,0.7525,Wed Jan 31 01:16:15 +0000 2018,0.0,0.651,@CBS,0.349,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,89
189,0.0,Wed Jan 31 01:08:01 +0000 2018,0.0,1.0,@CBS,0.0,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,90
190,0.8516,Wed Jan 31 01:04:34 +0000 2018,0.0,0.42,@CBS,0.58,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,91
191,0.8442,Wed Jan 31 01:00:35 +0000 2018,0.0,0.649,@CBS,0.351,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,92
192,0.923,Wed Jan 31 00:55:04 +0000 2018,0.0,0.594,@CBS,0.406,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,93
193,0.5994,Wed Jan 31 00:37:20 +0000 2018,0.0,0.794,@CBS,0.206,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",94
194,0.8834,Wed Jan 31 00:11:53 +0000 2018,0.0,0.593,@CBS,0.407,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",95
195,0.8553,Tue Jan 30 23:35:01 +0000 2018,0.0,0.724,@CBS,0.276,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,96
196,0.8553,Tue Jan 30 21:19:22 +0000 2018,0.0,0.694,@CBS,0.306,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,97
197,0.9215,Tue Jan 30 18:46:04 +0000 2018,0.0,0.609,@CBS,0.391,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",98
198,0.0,Tue Jan 30 16:00:02 +0000 2018,0.0,1.0,@CBS,0.0,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,99
199,0.5994,Tue Jan 30 04:03:31 +0000 2018,0.0,0.813,@CBS,0.187,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",100
200,0.0,Thu Mar 15 04:46:04 +0000 2018,0.0,1.0,@CNN,0.0,The rise and fall of Theranos and Elizabeth Holmes https://t.co/pBzcUuFgiq https://t.co/tA97vxZ0uJ,1
201,0.4939,Thu Mar 15 04:31:06 +0000 2018,0.0,0.842,@CNN,0.158,"Republican Sen. Marco Rubio has proposed the ""Sunshine Protection Act,"" which would make Daylight Saving Time perma… https://t.co/8V9vSh9vIo",2
202,-0.8316,Thu Mar 15 04:26:34 +0000 2018,0.253,0.747,@CNN,0.0,"It is 7 years since the war in Syria began. But how exactly did it begin?

For many Syrians, the story of the war b… https://t.co/NB9nWWqFCz",3
203,0.0,Thu Mar 15 04:16:24 +0000 2018,0.0,1.0,@CNN,0.0,This 16-year-old was the only one -- out of about 700 students at his North Carolina school -- who walked out of cl… https://t.co/7t2GJgyjUY,4
204,-0.4939,Thu Mar 15 04:13:44 +0000 2018,0.224,0.672,@CNN,0.104,Plenty of American companies would be at risk in a trade war between the United States and China. But Boeing might… https://t.co/pbknx7xFuG,5
205,0.3832,Thu Mar 15 04:01:39 +0000 2018,0.099,0.733,@CNN,0.168,These New York City elementary school students sang “Put a Little Love in Your Heart” during their walkout protest… https://t.co/k6cuY1buhp,6
206,-0.34,Thu Mar 15 03:50:13 +0000 2018,0.216,0.637,@CNN,0.147,Florida teen held in killing was being investigated by FBI over possible ISIS interest https://t.co/2qtS0dycog,7
207,0.3818,Thu Mar 15 03:45:08 +0000 2018,0.0,0.898,@CNN,0.102,"Find out who and what is making big waves in the worlds of tech, media and innovation. Sign up for PACIFIC, CNN’s n… https://t.co/hxOmzQjG1H",8
208,-0.34,Thu Mar 15 03:36:06 +0000 2018,0.138,0.862,@CNN,0.0,A pair of bipartisan lawmakers faulted the White House for a lackluster response to a letter requesting information… https://t.co/X5cbcFEInv,9
209,0.0,Thu Mar 15 03:31:03 +0000 2018,0.0,1.0,@CNN,0.0,"Unable to obtain drugs to use for its lethal injections, Oklahoma will use inert gas inhalation as the primary meth… https://t.co/PmHB1Fb2qV",10
210,0.4019,Thu Mar 15 03:28:40 +0000 2018,0.0,0.881,@CNN,0.119,"RT @CNNTonight: Pennsylvania Republican Rep. Charlie Dent says the special U.S. House race was a ""clarion call"" to his colleagues. ""This el…",11
211,-0.5267,Thu Mar 15 03:25:10 +0000 2018,0.152,0.848,@CNN,0.0,The woman who wrote the #ToysRUs jingle says she's been saddened to hear the recent news about the company… https://t.co/rzhEd5E4Co,12
212,-0.5423,Thu Mar 15 03:16:01 +0000 2018,0.247,0.648,@CNN,0.105,"A full-blown trade war would erase any economic benefits from the Republican tax cuts passed last year, according t… https://t.co/0gYdw8ECcK",13
213,0.0,Thu Mar 15 03:15:38 +0000 2018,0.0,1.0,@CNN,0.0,"""I was expecting at least one or two people to come outside with me.” This student was the only one of 700 at his N… https://t.co/ZFavM6bedi",14
214,-0.4588,Thu Mar 15 03:07:33 +0000 2018,0.162,0.766,@CNN,0.072,"Two Navy aviators have died after their FA-18 fighter jet crashed off the coast of Key West, Florida… https://t.co/ygQE3R5Xps",15
215,0.0,Thu Mar 15 03:04:02 +0000 2018,0.0,1.0,@CNN,0.0,"Democratic strategist Paul Begala says the ""Republicans are gonna need a bigger yacht"" after the results from the s… https://t.co/kkn9YhhSCM",16
216,0.0,Thu Mar 15 03:02:59 +0000 2018,0.0,1.0,@CNN,0.0,Here's 20 world-changing inventions from under 20s https://t.co/emdhM6QsXK https://t.co/X0aXJ4Q6lY,17
217,0.0,Thu Mar 15 03:01:06 +0000 2018,0.0,1.0,@CNN,0.0,"""One light may have gone out. But the lights Stephen Hawking lit burn on,"" writes Don Lincoln via @CNNOpinion https://t.co/Y49su3ApGx",18
218,-0.4019,Thu Mar 15 02:54:02 +0000 2018,0.124,0.876,@CNN,0.0,"Michael Avenatti, Stormy Daniels' attorney: ""Oh, what a tangled web we weave when we practice to deceive. ... The s… https://t.co/Ez1pRihlml",19
219,-0.8126,Thu Mar 15 02:53:08 +0000 2018,0.291,0.709,@CNN,0.0,A Nobel Prize-winning professor's wife who was said to be suffering from Parkinson's disease was found dead at an I… https://t.co/cFR2x0vif3,20
220,0.2617,Thu Mar 15 02:48:18 +0000 2018,0.0,0.903,@CNN,0.097,"Stoneman Douglas student David Hogg: ""I respect Donald Trump as the President but I think he needs to realize that… https://t.co/Pmy4zF0Bot",21
221,0.0,Thu Mar 15 02:45:08 +0000 2018,0.0,1.0,@CNN,0.0,Capitol Hill is scrambled once again by the White House's mixed messaging on immigration https://t.co/anPrF7l0pI https://t.co/kOOYlo44H6,22
222,0.2924,Thu Mar 15 02:44:38 +0000 2018,0.0,0.906,@CNN,0.094,"""We are not trying to fight against the Second Amendment here. We're not trying to take your guns. We're trying to… https://t.co/nNkgQT4ex1",23
223,-0.128,Thu Mar 15 02:43:41 +0000 2018,0.07,0.93,@CNN,0.0,Stoneman Douglas High School student David Hogg says the waves of students who marched out of class to demand stric… https://t.co/iC5aZBUZZn,24
224,0.0,Thu Mar 15 02:39:53 +0000 2018,0.0,1.0,@CNN,0.0,RT @AC360: Pennsylvania voters react to the tight congressional race that has left Republicans and Democrats asking what's next in Washingt…,25
225,-0.8176,Thu Mar 15 02:38:32 +0000 2018,0.333,0.667,@CNN,0.0,"Paul Manafort has asked a federal judge in DC to dismiss the five criminal charges against him, arguing that specia… https://t.co/8gqbi8R9Xi",26
226,0.4939,Thu Mar 15 02:36:04 +0000 2018,0.0,0.856,@CNN,0.144,"Lawmakers gather to honor Democratic Rep. Marcy Kaptur, of Ohio's 9th District, as she's expected to shatter the re… https://t.co/t7AdxjrGYU",27
227,0.5709,Thu Mar 15 02:32:24 +0000 2018,0.0,0.85,@CNN,0.15,Longjing tea is a specialty in Hangzhou and considered one of the most prized tea leaves in China. The quality of t… https://t.co/IovO2qIiU4,28
228,0.128,Thu Mar 15 02:31:04 +0000 2018,0.111,0.754,@CNN,0.136,Six ways Trump can help stop Russian meddling | By Fred Wertheimer and Norman Eisen via @CNNOpinion… https://t.co/2NvrfrgfdX,29
229,0.0,Thu Mar 15 02:23:06 +0000 2018,0.0,1.0,@CNN,0.0,It's been a month since the Florida shootings. What's changed? | Analysis by @CillizzaCNN https://t.co/UktCKyTsam https://t.co/IuBDg08w6z,30
230,0.0,Thu Mar 15 02:17:26 +0000 2018,0.0,1.0,@CNN,0.0,"These emails prove Ben and Candy Carson knew about the $31,000 dining set https://t.co/v7sjbRcofw https://t.co/xPok7VxoKw",31
231,0.0772,Thu Mar 15 02:16:05 +0000 2018,0.0,0.929,@CNN,0.071,Mississippi Republican state Sen. Chris McDaniel is dropping his primary challenge to Sen. Roger Wicker to instead… https://t.co/XjrHdY4zGU,32
232,-0.6249,Thu Mar 15 02:14:15 +0000 2018,0.231,0.769,@CNN,0.0,An Ohio federal district court judge blocked legislation that would have banned abortion in cases where a fetus is… https://t.co/r0lN1gRW7c,33
233,-0.2263,Thu Mar 15 02:13:36 +0000 2018,0.101,0.899,@CNN,0.0,"Two people were wounded in a shooting at the UAB Hospital-Highlands in Birmingham, Alabama, and the suspected gunma… https://t.co/hzxnyGqSJj",34
234,-0.4588,Thu Mar 15 02:03:55 +0000 2018,0.227,0.664,@CNN,0.109,"Sen. John Kennedy is calling out United Airlines, demanding an ""immediate explanation"" of the death of a dog on a f… https://t.co/6eiDEaE1As",35
235,-0.0516,Thu Mar 15 02:01:03 +0000 2018,0.101,0.766,@CNN,0.133,Having high stamina -- the time it takes for you to reach peak exhaustion during exercise -- compared with medium c… https://t.co/me6sslmO5X,36
236,0.296,Thu Mar 15 01:54:53 +0000 2018,0.0,0.909,@CNN,0.091,"""For Republicans, it is time to get used to life after Hillary, and to the prospect of unlikely voters who aren't i… https://t.co/F4pwJdgpCW",37
237,-0.2516,Thu Mar 15 01:53:06 +0000 2018,0.169,0.661,@CNN,0.169,"Nearly a decade after the financial crisis, the Senate advanced the most significant changes yet to the 2010 Dodd-F… https://t.co/UnCXoeYBCI",38
238,0.0,Thu Mar 15 01:47:07 +0000 2018,0.0,1.0,@CNN,0.0,Nigerian President Muhammadu Buhari vowed that his government will never give up until the schoolgirls kidnapped by… https://t.co/v6Vga36a2O,39
239,0.4939,Thu Mar 15 01:44:49 +0000 2018,0.0,0.868,@CNN,0.132,"On paper, Russian President Vladimir Putin is a man of modest wealth. In reality, he may be one of the world's rich… https://t.co/zieqPoDDYc",40
240,0.0,Thu Mar 15 01:32:11 +0000 2018,0.0,1.0,@CNN,0.0,"""I don't wanna grow up, I'm a Toys 'R' Us kid.""

You won't be hearing this iconic jingle anymore. After 70 years in… https://t.co/M7iAMvMSxW",41
241,0.0,Thu Mar 15 01:10:31 +0000 2018,0.0,1.0,@CNN,0.0,A Jewish woman heard an undocumented immigrant and her two daughters were on the run from ICE. Driven by thoughts o… https://t.co/c9qYXczY6f,42
242,0.0,Thu Mar 15 00:45:34 +0000 2018,0.0,1.0,@CNN,0.0,New documents suggest a deeper link than previously known between the Trump Organization and the company that Trump… https://t.co/BPioQCNP2q,43
243,0.0,Thu Mar 15 00:30:30 +0000 2018,0.0,1.0,@CNN,0.0,JUST IN: Documents show another Trump Organization attorney is involved in the Stormy Daniels case… https://t.co/I8QVMyG9TF,44
244,0.128,Thu Mar 15 00:23:55 +0000 2018,0.0,0.897,@CNN,0.103,Stormy Daniels is crowdfunding her legal fees in suit against President Trump https://t.co/jHmXnCwHpb https://t.co/PQNPF32i7B,45
245,0.5859,Thu Mar 15 00:13:19 +0000 2018,0.0,0.808,@CNN,0.192,"Although Stephen Hawking was a British citizen, the theoretical physicist was honored in 2009 with America's highes… https://t.co/GeJSsuZL4E",46
246,0.0,Thu Mar 15 00:01:19 +0000 2018,0.0,1.0,@CNN,0.0,"Legions of adults who came of age in the 1980s and 1990s can probably still whistle the chain's jingle. But Toys ""R… https://t.co/LWYOwdEJdd",47
247,0.0,Wed Mar 14 23:53:21 +0000 2018,0.0,1.0,@CNN,0.0,"Irgo, a 10-year-old German Shepherd, is set to fly first class with a human escort for the trip home https://t.co/5kYUYMZ45g",48
248,-0.0258,Wed Mar 14 23:52:06 +0000 2018,0.134,0.737,@CNN,0.129,"United Airlines wrongly shipped a Kansas-bound pet dog to Japan, the second embarrassment this week for the airline… https://t.co/8BuEqsFUOV",49
249,0.4939,Wed Mar 14 23:36:46 +0000 2018,0.0,0.824,@CNN,0.176,"Stormy Daniels' friend says President Trump ""would call all the time"" during their affair https://t.co/bxaLuuwUYl https://t.co/cz7pF3VSVg",50
250,0.25,Wed Mar 14 23:32:34 +0000 2018,0.0,0.905,@CNN,0.095,"The Senate has passed a bill that rolls back parts of the Dodd-Frank banking law, easing regulations on some banks… https://t.co/CgciTBZDtT",51
251,0.5267,Wed Mar 14 23:17:34 +0000 2018,0.0,0.825,@CNN,0.175,Democrats in Washington believe they have found a winning strategy in Trump country: don't nationalize the race… https://t.co/y1uj6Lrnzr,52
252,0.5719,Wed Mar 14 23:14:42 +0000 2018,0.0,0.711,@CNN,0.289,"Exclusive: Inside the US nuclear submarine challenging Russia in the Arctic, capable of launching a two-ton, 20-foo… https://t.co/FHjtkh9a26",53
253,0.0,Wed Mar 14 23:14:01 +0000 2018,0.0,1.0,@CNN,0.0,Rick Saccone's campaign has instructed the four counties in Pennsylvania's 18th District to preserve ballots and vo… https://t.co/yNkDQW4QSk,54
254,0.0772,Wed Mar 14 23:06:01 +0000 2018,0.0,0.936,@CNN,0.064,"As the #MeToo movement rallies women to challenge systems of power, some look back at Facebook COO Sheryl Sandberg'… https://t.co/sa8alCAgRm",55
255,-0.4215,Wed Mar 14 23:02:08 +0000 2018,0.141,0.859,@CNN,0.0,"Chipotle executive Mark Crumpacker, who made news in 2016 for pleading guilty to misdemeanor cocaine possession, ha… https://t.co/li0JvUUTzh",56
256,-0.5267,Wed Mar 14 23:00:31 +0000 2018,0.139,0.861,@CNN,0.0,"The woman who wrote the Toys ""R"" Us jingle says she's been saddened to hear the recent news about the company… https://t.co/lLweZ9E7Al",57
257,0.0,Wed Mar 14 22:41:52 +0000 2018,0.0,1.0,@CNN,0.0,"BREAKING: Toys ""R"" Us is closing its doors after 70 years in business. https://t.co/cFclxh5sdF

The iconic toy reta… https://t.co/APW41zFyGb",58
